--------------------
BDMEP - INMET
--------------------
Estação           : FORTALEZA - CE (OMM: 82397)
Latitude  (graus) : -3.81
Longitude (graus) : -38.53
Altitude  (metros): 26.45
Estação Operante
Inicio de operação: 27/10/1919
Periodo solicitado dos dados: 01/01/1986 a 31/12/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;VelocidadeVento
82397;28/06/1994;1800;3.3;
82397;29/06/1994;0000;0;
82397;29/06/1994;1200;3;
82397;29/06/1994;1800;1.8;
82397;30/06/1994;0000;2.1;
82397;30/06/1994;1200;4.3;
82397;30/06/1994;1800;4.1;
82397;01/07/1994;0000;2.1;
82397;01/07/1994;1200;4.6;
82397;01/07/1994;1800;2.6;
82397;02/07/1994;0000;0.3;
82397;02/07/1994;1200;2.5;
82397;02/07/1994;1800;3.5;
82397;03/07/1994;0000;0.5;
82397;03/07/1994;1200;3.6;
82397;03/07/1994;1800;5;
82397;04/07/1994;0000;0.3;
82397;04/07/1994;1200;3.8;
82397;04/07/1994;1800;4.5;
82397;05/07/1994;0000;3;
82397;05/07/1994;1200;4.8;
82397;05/07/1994;1800;2.1;
82397;06/07/1994;0000;0.3;
82397;06/07/1994;1200;3.6;
82397;06/07/1994;1800;4;
82397;07/07/1994;0000;1.8;
82397;07/07/1994;1200;2.8;
82397;07/07/1994;1800;1.8;
82397;08/07/1994;0000;0.8;
82397;08/07/1994;1200;4.3;
82397;08/07/1994;1800;5;
82397;09/07/1994;0000;0.8;
82397;09/07/1994;1200;3;
82397;09/07/1994;1800;2.3;
82397;10/07/1994;0000;0;
82397;10/07/1994;1200;2.1;
82397;10/07/1994;1800;2;
82397;11/07/1994;0000;1;
82397;11/07/1994;1200;3.1;
82397;11/07/1994;1800;2.1;
82397;12/07/1994;0000;1;
82397;12/07/1994;1200;4.6;
82397;12/07/1994;1800;2.5;
82397;13/07/1994;0000;1.1;
82397;13/07/1994;1200;3.5;
82397;13/07/1994;1800;3.1;
82397;14/07/1994;0000;0.8;
82397;14/07/1994;1200;3.6;
82397;14/07/1994;1800;2.6;
82397;15/07/1994;0000;0.3;
82397;15/07/1994;1200;3.1;
82397;15/07/1994;1800;2.1;
82397;16/07/1994;0000;1.8;
82397;16/07/1994;1200;3.3;
82397;16/07/1994;1800;5.6;
82397;17/07/1994;0000;2.3;
82397;17/07/1994;1200;3.8;
82397;17/07/1994;1800;3.5;
82397;18/07/1994;0000;2.8;
82397;18/07/1994;1200;3.6;
82397;18/07/1994;1800;3.8;
82397;19/07/1994;0000;0.7;
82397;19/07/1994;1200;2.1;
82397;19/07/1994;1800;3.1;
82397;20/07/1994;0000;0.3;
82397;20/07/1994;1200;3.3;
82397;20/07/1994;1800;4;
82397;21/07/1994;0000;1.8;
82397;21/07/1994;1200;4;
82397;21/07/1994;1800;3.3;
82397;22/07/1994;0000;0.7;
82397;22/07/1994;1200;3.6;
82397;22/07/1994;1800;5.5;
82397;23/07/1994;0000;0.8;
82397;23/07/1994;1200;3.1;
82397;23/07/1994;1800;4.6;
82397;24/07/1994;0000;0.5;
82397;24/07/1994;1200;2.8;
82397;24/07/1994;1800;3.8;
82397;25/07/1994;0000;1.6;
82397;25/07/1994;1200;4.8;
82397;25/07/1994;1800;3.3;
82397;26/07/1994;0000;0.3;
82397;26/07/1994;1200;4.6;
82397;26/07/1994;1800;4.8;
82397;27/07/1994;0000;0;
82397;27/07/1994;1200;3.3;
82397;27/07/1994;1800;3.8;
82397;28/07/1994;0000;0.5;
82397;28/07/1994;1200;5;
82397;28/07/1994;1800;4.3;
82397;29/07/1994;0000;2.1;
82397;29/07/1994;1200;3.1;
82397;29/07/1994;1800;3;
82397;30/07/1994;0000;0.7;
82397;30/07/1994;1200;4.3;
82397;30/07/1994;1800;4;
82397;31/07/1994;0000;0.8;
82397;31/07/1994;1200;3.3;
82397;31/07/1994;1800;4.6;
82397;01/08/1994;0000;1.6;
82397;01/08/1994;1200;4.6;
82397;01/08/1994;1800;4.8;
82397;02/08/1994;0000;1.6;
82397;02/08/1994;1200;4.3;
82397;02/08/1994;1800;4.5;
82397;03/08/1994;0000;0.3;
82397;03/08/1994;1200;5;
82397;03/08/1994;1800;5;
82397;04/08/1994;0000;0.5;
82397;04/08/1994;1200;2.5;
82397;04/08/1994;1800;5;
82397;05/08/1994;0000;0.7;
82397;05/08/1994;1200;2.3;
82397;05/08/1994;1800;4.1;
82397;06/08/1994;0000;3;
82397;06/08/1994;1200;3.1;
82397;06/08/1994;1800;3.8;
82397;07/08/1994;0000;0.3;
82397;07/08/1994;1200;5;
82397;07/08/1994;1800;4.1;
82397;08/08/1994;0000;0.7;
82397;08/08/1994;1200;4.6;
82397;08/08/1994;1800;5;
82397;09/08/1994;0000;2.3;
82397;09/08/1994;1200;4.1;
82397;09/08/1994;1800;5;
82397;10/08/1994;0000;3;
82397;10/08/1994;1200;4.8;
82397;10/08/1994;1800;4.8;
82397;11/08/1994;0000;2.6;
82397;11/08/1994;1200;3.6;
82397;11/08/1994;1800;4.1;
82397;12/08/1994;0000;2.8;
82397;12/08/1994;1200;4.8;
82397;12/08/1994;1800;3.5;
82397;13/08/1994;0000;0.3;
82397;13/08/1994;1200;4.5;
82397;13/08/1994;1800;5.5;
82397;14/08/1994;0000;2.1;
82397;14/08/1994;1200;5;
82397;14/08/1994;1800;5.1;
82397;15/08/1994;0000;1.1;
82397;15/08/1994;1200;5.1;
82397;15/08/1994;1800;4.3;
82397;16/08/1994;0000;0;
82397;16/08/1994;1200;3.8;
82397;16/08/1994;1800;4.8;
82397;17/08/1994;0000;1.1;
82397;17/08/1994;1200;5;
82397;17/08/1994;1800;3.5;
82397;18/08/1994;0000;3.8;
82397;18/08/1994;1200;2.6;
82397;18/08/1994;1800;6;
82397;19/08/1994;0000;1.1;
82397;19/08/1994;1200;4.1;
82397;19/08/1994;1800;4.8;
82397;20/08/1994;0000;0.8;
82397;20/08/1994;1200;5;
82397;20/08/1994;1800;4.8;
82397;21/08/1994;0000;4;
82397;21/08/1994;1200;5;
82397;21/08/1994;1800;4.1;
82397;22/08/1994;0000;4.6;
82397;22/08/1994;1200;3.8;
82397;22/08/1994;1800;5.1;
82397;23/08/1994;0000;3.3;
82397;23/08/1994;1200;3;
82397;23/08/1994;1800;5;
82397;24/08/1994;0000;0.8;
82397;24/08/1994;1200;4.6;
82397;24/08/1994;1800;3.8;
82397;25/08/1994;0000;2.8;
82397;25/08/1994;1200;4.8;
82397;25/08/1994;1800;6.3;
82397;26/08/1994;0000;3.6;
82397;26/08/1994;1200;4.1;
82397;26/08/1994;1800;3.5;
82397;27/08/1994;0000;0;
82397;27/08/1994;1200;3.3;
82397;27/08/1994;1800;4.8;
82397;28/08/1994;0000;3.1;
82397;28/08/1994;1200;4.5;
82397;28/08/1994;1800;5;
82397;29/08/1994;0000;3.3;
82397;29/08/1994;1200;5;
82397;29/08/1994;1800;4.5;
82397;30/08/1994;0000;2.3;
82397;30/08/1994;1200;4.1;
82397;30/08/1994;1800;5;
82397;31/08/1994;0000;2.5;
82397;31/08/1994;1200;5.8;
82397;31/08/1994;1800;4.5;
82397;01/09/1994;0000;2.3;
82397;01/09/1994;1200;3.8;
82397;01/09/1994;1800;3.3;
82397;02/09/1994;0000;0.5;
82397;02/09/1994;1200;3.5;
82397;02/09/1994;1800;4.1;
82397;03/09/1994;0000;2.1;
82397;03/09/1994;1200;4.8;
82397;03/09/1994;1800;6.3;
82397;04/09/1994;0000;2.8;
82397;04/09/1994;1200;3.3;
82397;04/09/1994;1800;4.3;
82397;05/09/1994;0000;3.1;
82397;05/09/1994;1200;5.8;
82397;05/09/1994;1800;6;
82397;06/09/1994;0000;2;
82397;06/09/1994;1200;5;
82397;06/09/1994;1800;5.1;
82397;07/09/1994;0000;3.6;
82397;07/09/1994;1200;4;
82397;07/09/1994;1800;4.8;
82397;08/09/1994;0000;2;
82397;08/09/1994;1200;3.5;
82397;08/09/1994;1800;4.5;
82397;09/09/1994;0000;1.8;
82397;09/09/1994;1200;4.3;
82397;09/09/1994;1800;4.5;
82397;10/09/1994;0000;0.8;
82397;10/09/1994;1200;4.6;
82397;10/09/1994;1800;4.6;
82397;11/09/1994;0000;3.6;
82397;11/09/1994;1200;6;
82397;11/09/1994;1800;6;
82397;12/09/1994;0000;3.8;
82397;12/09/1994;1200;3.8;
82397;12/09/1994;1800;5.6;
82397;13/09/1994;0000;3;
82397;13/09/1994;1200;4.5;
82397;13/09/1994;1800;5.1;
82397;14/09/1994;0000;1.8;
82397;14/09/1994;1200;3.5;
82397;14/09/1994;1800;5;
82397;15/09/1994;0000;0.8;
82397;15/09/1994;1200;2.6;
82397;15/09/1994;1800;6.3;
82397;16/09/1994;0000;2.6;
82397;16/09/1994;1200;3.3;
82397;16/09/1994;1800;6.3;
82397;17/09/1994;0000;2.6;
82397;17/09/1994;1200;5.1;
82397;17/09/1994;1800;5.5;
82397;18/09/1994;0000;2;
82397;18/09/1994;1200;6;
82397;18/09/1994;1800;6.1;
82397;19/09/1994;0000;3.3;
82397;19/09/1994;1200;3.5;
82397;19/09/1994;1800;5;
82397;20/09/1994;0000;4.8;
82397;20/09/1994;1200;5.8;
82397;20/09/1994;1800;5;
82397;21/09/1994;0000;3.1;
82397;21/09/1994;1200;5.3;
82397;21/09/1994;1800;3.8;
82397;22/09/1994;0000;3;
82397;22/09/1994;1200;5.1;
82397;22/09/1994;1800;6.1;
82397;23/09/1994;0000;3.3;
82397;23/09/1994;1200;5;
82397;23/09/1994;1800;5.1;
82397;24/09/1994;0000;4;
82397;24/09/1994;1200;5.1;
82397;24/09/1994;1800;5.5;
82397;25/09/1994;0000;3.5;
82397;25/09/1994;1200;4;
82397;25/09/1994;1800;6;
82397;26/09/1994;0000;3.8;
82397;26/09/1994;1200;4.3;
82397;26/09/1994;1800;5.6;
82397;27/09/1994;0000;3.1;
82397;27/09/1994;1200;3.1;
82397;27/09/1994;1800;4.8;
82397;28/09/1994;0000;3.6;
82397;28/09/1994;1200;4.3;
82397;28/09/1994;1800;4.8;
82397;29/09/1994;0000;2.3;
82397;29/09/1994;1200;4.5;
82397;29/09/1994;1800;4.5;
82397;30/09/1994;0000;2.5;
82397;30/09/1994;1200;3.3;
82397;30/09/1994;1800;5;
82397;01/10/1994;0000;2.1;
82397;01/10/1994;1200;4.6;
82397;01/10/1994;1800;4;
82397;02/10/1994;0000;4.6;
82397;02/10/1994;1200;5;
82397;02/10/1994;1800;5;
82397;03/10/1994;0000;3.1;
82397;03/10/1994;1200;6;
82397;03/10/1994;1800;5;
82397;04/10/1994;0000;1.1;
82397;04/10/1994;1200;3.6;
82397;04/10/1994;1800;4.8;
82397;05/10/1994;0000;3.1;
82397;05/10/1994;1200;4.5;
82397;05/10/1994;1800;5.1;
82397;06/10/1994;0000;1.6;
82397;06/10/1994;1200;2.5;
82397;06/10/1994;1800;4.8;
82397;07/10/1994;0000;2.5;
82397;07/10/1994;1200;6.3;
82397;07/10/1994;1800;5.8;
82397;08/10/1994;0000;2.6;
82397;08/10/1994;1200;2;
82397;08/10/1994;1800;5;
82397;09/10/1994;0000;4.6;
82397;09/10/1994;1200;3.8;
82397;09/10/1994;1800;5.8;
82397;10/10/1994;0000;3.6;
82397;10/10/1994;1200;7.6;
82397;10/10/1994;1800;6.1;
82397;11/10/1994;0000;3;
82397;11/10/1994;1200;4.6;
82397;11/10/1994;1800;4.5;
82397;12/10/1994;0000;3.3;
82397;12/10/1994;1200;4;
82397;12/10/1994;1800;4.5;
82397;13/10/1994;0000;2.1;
82397;13/10/1994;1200;4.8;
82397;13/10/1994;1800;4.1;
82397;14/10/1994;0000;4;
82397;14/10/1994;1200;5.1;
82397;14/10/1994;1800;5.6;
82397;15/10/1994;0000;3.3;
82397;15/10/1994;1200;3.6;
82397;15/10/1994;1800;5;
82397;16/10/1994;0000;2.8;
82397;16/10/1994;1200;5;
82397;16/10/1994;1800;6.1;
82397;17/10/1994;0000;2.8;
82397;17/10/1994;1200;5;
82397;17/10/1994;1800;5;
82397;18/10/1994;0000;3;
82397;18/10/1994;1200;5;
82397;18/10/1994;1800;4.6;
82397;19/10/1994;0000;4.1;
82397;19/10/1994;1200;6.3;
82397;19/10/1994;1800;5.5;
82397;20/10/1994;0000;6.1;
82397;20/10/1994;1200;5.8;
82397;20/10/1994;1800;6.1;
82397;21/10/1994;0000;3.6;
82397;21/10/1994;1200;4.8;
82397;21/10/1994;1800;5.3;
82397;22/10/1994;0000;4.5;
82397;22/10/1994;1200;5;
82397;22/10/1994;1800;6.1;
82397;23/10/1994;0000;3.1;
82397;23/10/1994;1200;5;
82397;23/10/1994;1800;6.5;
82397;24/10/1994;0000;3;
82397;24/10/1994;1200;3.6;
82397;24/10/1994;1800;5;
82397;25/10/1994;0000;4;
82397;25/10/1994;1200;4.3;
82397;25/10/1994;1800;5;
82397;26/10/1994;0000;3.3;
82397;26/10/1994;1200;3.5;
82397;26/10/1994;1800;4.5;
82397;27/10/1994;0000;1.6;
82397;27/10/1994;1200;4.5;
82397;27/10/1994;1800;3.3;
82397;28/10/1994;0000;0.8;
82397;28/10/1994;1200;2.6;
82397;28/10/1994;1800;3.8;
82397;29/10/1994;0000;1.1;
82397;29/10/1994;1200;3.1;
82397;29/10/1994;1800;4.5;
82397;30/10/1994;0000;2.5;
82397;30/10/1994;1200;5.6;
82397;30/10/1994;1800;4.6;
82397;31/10/1994;0000;4;
82397;31/10/1994;1200;4.8;
82397;31/10/1994;1800;6.5;
82397;01/11/1994;0000;3.8;
82397;01/11/1994;1200;6.1;
82397;01/11/1994;1800;5.3;
82397;02/11/1994;0000;3.3;
82397;02/11/1994;1200;4.3;
82397;02/11/1994;1800;4.6;
82397;03/11/1994;0000;3;
82397;03/11/1994;1200;3.3;
82397;03/11/1994;1800;3.6;
82397;04/11/1994;0000;3;
82397;04/11/1994;1200;3.3;
82397;04/11/1994;1800;4.6;
82397;05/11/1994;0000;2.1;
82397;05/11/1994;1200;4.6;
82397;05/11/1994;1800;5;
82397;06/11/1994;0000;2.6;
82397;06/11/1994;1200;3.3;
82397;06/11/1994;1800;5;
82397;07/11/1994;0000;3.8;
82397;07/11/1994;1200;5.3;
82397;07/11/1994;1800;5.3;
82397;08/11/1994;0000;2.5;
82397;08/11/1994;1200;4;
82397;08/11/1994;1800;6.3;
82397;09/11/1994;0000;3.8;
82397;09/11/1994;1200;3.5;
82397;09/11/1994;1800;4.1;
82397;10/11/1994;0000;5.3;
82397;10/11/1994;1200;3.3;
82397;10/11/1994;1800;4.3;
82397;11/11/1994;0000;3.1;
82397;11/11/1994;1200;4;
82397;11/11/1994;1800;4.8;
82397;12/11/1994;0000;2.3;
82397;12/11/1994;1200;4.8;
82397;12/11/1994;1800;5.5;
82397;13/11/1994;0000;3.5;
82397;13/11/1994;1200;3.5;
82397;13/11/1994;1800;5.1;
82397;14/11/1994;0000;3.6;
82397;14/11/1994;1200;5.6;
82397;14/11/1994;1800;3.5;
82397;15/11/1994;0000;4.1;
82397;15/11/1994;1200;5;
82397;15/11/1994;1800;4.1;
82397;16/11/1994;0000;1.6;
82397;16/11/1994;1200;5.6;
82397;16/11/1994;1800;4.6;
82397;17/11/1994;0000;3.6;
82397;17/11/1994;1200;3.5;
82397;17/11/1994;1800;4.6;
82397;18/11/1994;0000;2;
82397;18/11/1994;1200;3.3;
82397;18/11/1994;1800;4;
82397;19/11/1994;0000;1.6;
82397;19/11/1994;1200;4.6;
82397;19/11/1994;1800;5.3;
82397;20/11/1994;0000;2.3;
82397;20/11/1994;1200;4.3;
82397;20/11/1994;1800;3.3;
82397;21/11/1994;0000;3.3;
82397;21/11/1994;1200;3.5;
82397;21/11/1994;1800;4.1;
82397;22/11/1994;0000;1.8;
82397;22/11/1994;1200;3.6;
82397;22/11/1994;1800;3.3;
82397;23/11/1994;0000;1.6;
82397;23/11/1994;1200;4;
82397;23/11/1994;1800;5;
82397;24/11/1994;0000;2.6;
82397;24/11/1994;1200;3;
82397;24/11/1994;1800;6.3;
82397;25/11/1994;0000;4.3;
82397;25/11/1994;1200;4.8;
82397;25/11/1994;1800;5.1;
82397;26/11/1994;0000;2.1;
82397;26/11/1994;1200;3.8;
82397;26/11/1994;1800;5;
82397;27/11/1994;0000;3.8;
82397;27/11/1994;1200;3.3;
82397;27/11/1994;1800;3.3;
82397;28/11/1994;0000;2;
82397;28/11/1994;1200;3.5;
82397;28/11/1994;1800;6.1;
82397;29/11/1994;0000;2.8;
82397;29/11/1994;1200;3.3;
82397;29/11/1994;1800;3.8;
82397;30/11/1994;0000;2;
82397;30/11/1994;1200;5.5;
82397;30/11/1994;1800;4.8;
82397;01/12/1994;0000;4;
82397;01/12/1994;1200;5.1;
82397;01/12/1994;1800;6;
82397;02/12/1994;0000;4.1;
82397;02/12/1994;1200;5;
82397;02/12/1994;1800;5.6;
82397;03/12/1994;0000;3.3;
82397;03/12/1994;1200;4.3;
82397;03/12/1994;1800;3.3;
82397;04/12/1994;0000;2.5;
82397;04/12/1994;1200;3.1;
82397;04/12/1994;1800;5.1;
82397;05/12/1994;0000;2.1;
82397;05/12/1994;1200;4.5;
82397;05/12/1994;1800;5.5;
82397;06/12/1994;0000;2.1;
82397;06/12/1994;1200;5;
82397;06/12/1994;1800;4.3;
82397;07/12/1994;0000;2.5;
82397;07/12/1994;1200;7;
82397;07/12/1994;1800;4.8;
82397;08/12/1994;0000;1.5;
82397;08/12/1994;1200;4.5;
82397;08/12/1994;1800;6.3;
82397;09/12/1994;0000;2;
82397;09/12/1994;1200;4.8;
82397;09/12/1994;1800;4.1;
82397;10/12/1994;0000;2.6;
82397;10/12/1994;1200;4.8;
82397;10/12/1994;1800;3.6;
82397;11/12/1994;0000;1.6;
82397;11/12/1994;1200;3.1;
82397;11/12/1994;1800;4.8;
82397;12/12/1994;0000;3.1;
82397;12/12/1994;1200;2.6;
82397;12/12/1994;1800;6.5;
82397;13/12/1994;0000;2.5;
82397;13/12/1994;1200;5;
82397;13/12/1994;1800;5;
82397;14/12/1994;0000;2;
82397;14/12/1994;1200;3.6;
82397;14/12/1994;1800;3.6;
82397;15/12/1994;0000;3;
82397;15/12/1994;1200;4.8;
82397;15/12/1994;1800;3.6;
82397;16/12/1994;0000;1.5;
82397;16/12/1994;1200;2.6;
82397;16/12/1994;1800;5.5;
82397;17/12/1994;0000;3.1;
82397;17/12/1994;1200;5;
82397;17/12/1994;1800;5.1;
82397;18/12/1994;0000;1;
82397;18/12/1994;1200;3.6;
82397;18/12/1994;1800;4.3;
82397;19/12/1994;0000;1;
82397;19/12/1994;1200;3.1;
82397;19/12/1994;1800;4;
82397;20/12/1994;0000;1.3;
82397;20/12/1994;1200;3.1;
82397;20/12/1994;1800;4.3;
82397;21/12/1994;0000;0.5;
82397;21/12/1994;1200;3.5;
82397;21/12/1994;1800;4.8;
82397;22/12/1994;0000;1.3;
82397;22/12/1994;1200;3.1;
82397;22/12/1994;1800;5;
82397;23/12/1994;0000;1.5;
82397;23/12/1994;1200;3.5;
82397;23/12/1994;1800;4;
82397;24/12/1994;0000;2;
82397;24/12/1994;1200;3.6;
82397;24/12/1994;1800;4.6;
82397;25/12/1994;0000;2.6;
82397;25/12/1994;1200;3.1;
82397;25/12/1994;1800;4.6;
82397;26/12/1994;0000;2.6;
82397;26/12/1994;1200;4.5;
82397;26/12/1994;1800;4;
82397;27/12/1994;0000;0.7;
82397;27/12/1994;1200;1.8;
82397;27/12/1994;1800;3.8;
82397;28/12/1994;0000;2.5;
82397;28/12/1994;1200;3.5;
82397;28/12/1994;1800;3.1;
82397;29/12/1994;0000;0;
82397;29/12/1994;1200;3;
82397;29/12/1994;1800;3.6;
82397;30/12/1994;0000;1.3;
82397;30/12/1994;1200;3.3;
82397;30/12/1994;1800;4.3;
82397;31/12/1994;0000;1.8;
82397;31/12/1994;1200;2.6;
82397;31/12/1994;1800;5.1;
82397;01/01/1995;0000;1.8;
82397;01/01/1995;1200;3.1;
82397;01/01/1995;1800;4;
82397;02/01/1995;0000;1.8;
82397;02/01/1995;1200;2.6;
82397;02/01/1995;1800;4.5;
82397;03/01/1995;0000;1.8;
82397;03/01/1995;1200;4.6;
82397;03/01/1995;1800;3.6;
82397;04/01/1995;0000;1.6;
82397;04/01/1995;1200;3.3;
82397;04/01/1995;1800;5;
82397;05/01/1995;0000;1.3;
82397;05/01/1995;1200;3;
82397;05/01/1995;1800;3.3;
82397;06/01/1995;0000;0.8;
82397;06/01/1995;1200;2;
82397;06/01/1995;1800;1.5;
82397;07/01/1995;0000;1.1;
82397;07/01/1995;1200;3.1;
82397;07/01/1995;1800;3.5;
82397;08/01/1995;0000;0.7;
82397;08/01/1995;1200;3.3;
82397;08/01/1995;1800;2.1;
82397;09/01/1995;0000;0.3;
82397;09/01/1995;1200;1.3;
82397;09/01/1995;1800;2.6;
82397;10/01/1995;0000;0;
82397;10/01/1995;1200;1.5;
82397;10/01/1995;1800;4.6;
82397;11/01/1995;0000;0.5;
82397;11/01/1995;1200;3.1;
82397;11/01/1995;1800;3.6;
82397;12/01/1995;0000;0.3;
82397;12/01/1995;1200;1.8;
82397;12/01/1995;1800;4.5;
82397;13/01/1995;0000;0.8;
82397;13/01/1995;1200;3.3;
82397;13/01/1995;1800;4;
82397;14/01/1995;0000;0.5;
82397;14/01/1995;1200;3.6;
82397;14/01/1995;1800;4.1;
82397;15/01/1995;0000;1.3;
82397;15/01/1995;1200;2.5;
82397;15/01/1995;1800;4.5;
82397;16/01/1995;0000;2;
82397;16/01/1995;1200;1.5;
82397;16/01/1995;1800;5;
82397;17/01/1995;0000;2;
82397;17/01/1995;1200;3.5;
82397;17/01/1995;1800;4.3;
82397;18/01/1995;0000;1.3;
82397;18/01/1995;1200;4;
82397;18/01/1995;1800;4.6;
82397;19/01/1995;0000;1;
82397;19/01/1995;1200;2.5;
82397;19/01/1995;1800;3.5;
82397;20/01/1995;0000;0.7;
82397;20/01/1995;1200;2;
82397;20/01/1995;1800;4.8;
82397;21/01/1995;0000;2.1;
82397;21/01/1995;1200;1.1;
82397;21/01/1995;1800;5;
82397;22/01/1995;0000;2.3;
82397;22/01/1995;1200;2.3;
82397;22/01/1995;1800;4.1;
82397;23/01/1995;0000;2.1;
82397;23/01/1995;1200;4.1;
82397;23/01/1995;1800;3.5;
82397;24/01/1995;0000;1.8;
82397;24/01/1995;1200;3.1;
82397;24/01/1995;1800;3.3;
82397;25/01/1995;0000;1;
82397;25/01/1995;1200;1.8;
82397;25/01/1995;1800;2;
82397;26/01/1995;0000;1.1;
82397;26/01/1995;1200;3;
82397;26/01/1995;1800;3.3;
82397;27/01/1995;0000;1.6;
82397;27/01/1995;1200;3.1;
82397;27/01/1995;1800;4.8;
82397;28/01/1995;0000;2;
82397;28/01/1995;1200;1.5;
82397;28/01/1995;1800;3.1;
82397;29/01/1995;0000;1.3;
82397;29/01/1995;1200;2.1;
82397;29/01/1995;1800;2.1;
82397;30/01/1995;0000;0.5;
82397;30/01/1995;1200;1.3;
82397;30/01/1995;1800;3.3;
82397;31/01/1995;0000;1.3;
82397;31/01/1995;1200;4.1;
82397;31/01/1995;1800;4.6;
82397;01/02/1995;0000;1.5;
82397;01/03/1995;1200;2.5;
82397;01/03/1995;1800;3;
82397;02/03/1995;0000;0.5;
82397;02/03/1995;1200;1.3;
82397;02/03/1995;1800;3.6;
82397;03/03/1995;0000;0.8;
82397;03/03/1995;1200;3;
82397;03/03/1995;1800;0.3;
82397;04/03/1995;0000;0;
82397;04/03/1995;1200;2.3;
82397;04/03/1995;1800;3.6;
82397;05/03/1995;0000;2;
82397;05/03/1995;1200;3.1;
82397;05/03/1995;1800;3.5;
82397;06/03/1995;0000;2.1;
82397;06/03/1995;1200;3;
82397;06/03/1995;1800;4;
82397;07/03/1995;0000;5.6;
82397;07/03/1995;1200;0.8;
82397;07/03/1995;1800;3.8;
82397;08/03/1995;0000;0;
82397;08/03/1995;1200;3.5;
82397;08/03/1995;1800;4.3;
82397;09/03/1995;0000;1;
82397;09/03/1995;1200;2;
82397;09/03/1995;1800;3.6;
82397;10/03/1995;0000;1.6;
82397;10/03/1995;1200;2;
82397;10/03/1995;1800;4.6;
82397;11/03/1995;0000;2.1;
82397;11/03/1995;1200;3.3;
82397;11/03/1995;1800;3.3;
82397;12/03/1995;0000;1.1;
82397;12/03/1995;1200;2.6;
82397;12/03/1995;1800;3.1;
82397;13/03/1995;0000;0.7;
82397;13/03/1995;1200;3.1;
82397;13/03/1995;1800;3.6;
82397;14/03/1995;0000;0.8;
82397;14/03/1995;1200;0.7;
82397;14/03/1995;1800;2.5;
82397;15/03/1995;0000;0;
82397;15/03/1995;1200;1.1;
82397;15/03/1995;1800;2.6;
82397;16/03/1995;0000;1.3;
82397;16/03/1995;1200;2.6;
82397;16/03/1995;1800;3.1;
82397;17/03/1995;0000;1.1;
82397;17/03/1995;1200;1.8;
82397;17/03/1995;1800;3.6;
82397;18/03/1995;0000;0.5;
82397;18/03/1995;1200;2;
82397;18/03/1995;1800;3.3;
82397;19/03/1995;0000;0;
82397;19/03/1995;1200;2.5;
82397;19/03/1995;1800;2.6;
82397;20/03/1995;0000;0.3;
82397;20/03/1995;1200;3.1;
82397;20/03/1995;1800;2;
82397;21/03/1995;0000;0;
82397;21/03/1995;1200;1.1;
82397;21/03/1995;1800;3.1;
82397;22/03/1995;0000;1;
82397;22/03/1995;1200;2.3;
82397;22/03/1995;1800;3.5;
82397;23/03/1995;0000;0.7;
82397;23/03/1995;1200;1.6;
82397;23/03/1995;1800;3.8;
82397;24/03/1995;0000;1.1;
82397;24/03/1995;1200;1.1;
82397;24/03/1995;1800;1.6;
82397;25/03/1995;0000;0.8;
82397;25/03/1995;1200;1.6;
82397;25/03/1995;1800;2.3;
82397;26/03/1995;0000;2.1;
82397;26/03/1995;1200;1.6;
82397;26/03/1995;1800;2.8;
82397;27/03/1995;0000;0.5;
82397;27/03/1995;1200;0.7;
82397;27/03/1995;1800;2.8;
82397;28/03/1995;0000;0.5;
82397;28/03/1995;1200;1.3;
82397;28/03/1995;1800;1.5;
82397;29/03/1995;0000;0.3;
82397;29/03/1995;1200;1.6;
82397;29/03/1995;1800;3.3;
82397;30/03/1995;0000;1.6;
82397;30/03/1995;1200;2.5;
82397;30/03/1995;1800;1.6;
82397;31/03/1995;0000;0.3;
82397;31/03/1995;1200;1.6;
82397;31/03/1995;1800;3.6;
82397;01/04/1995;0000;1.3;
82397;01/04/1995;1200;1.8;
82397;01/04/1995;1800;4;
82397;02/04/1995;0000;0.8;
82397;02/04/1995;1200;1.6;
82397;02/04/1995;1800;2.8;
82397;03/04/1995;0000;0;
82397;03/04/1995;1200;2;
82397;03/04/1995;1800;4.6;
82397;04/04/1995;0000;0.3;
82397;04/04/1995;1200;1.1;
82397;04/04/1995;1800;2.8;
82397;05/04/1995;0000;0.5;
82397;05/04/1995;1200;1;
82397;05/04/1995;1800;1;
82397;06/04/1995;0000;0.5;
82397;06/04/1995;1200;1.3;
82397;06/04/1995;1800;2.8;
82397;07/04/1995;0000;0.5;
82397;07/04/1995;1200;1.5;
82397;07/04/1995;1800;3.3;
82397;08/04/1995;0000;0.5;
82397;08/04/1995;1200;2.8;
82397;08/04/1995;1800;1.3;
82397;09/04/1995;0000;0.3;
82397;09/04/1995;1200;1;
82397;09/04/1995;1800;1.3;
82397;10/04/1995;0000;0.5;
82397;10/04/1995;1200;2.6;
82397;10/04/1995;1800;3.5;
82397;11/04/1995;0000;1;
82397;11/04/1995;1200;0.5;
82397;11/04/1995;1800;1.5;
82397;12/04/1995;0000;1.3;
82397;12/04/1995;1200;2;
